x1;y1;x2;y2;class;manufacturer;type;class_name;manufacturer_name;type_name;image
46;75;425;255;103;15;0;Ferrari 458 Italia Convertible 2012;Ferrari;Convertible;06162.jpg
19;93;382;267;12;3;0;Audi RS 4 Convertible 2008;Audi;Convertible;06163.jpg
29;102;436;251;115;17;4;Ford Focus Sedan 2007;Ford;Sedan;06164.jpg
19;96;615;416;67;9;4;Chevrolet Malibu Hybrid Sedan 2010;Chevrolet;Sedan;06165.jpg
3;81;500;279;55;9;0;Chevrolet Corvette Convertible 2012;Chevrolet;Convertible;06166.jpg
19;94;461;294;60;9;8;Chevrolet HHR SS 2010;Chevrolet;Wagon;06167.jpg
42;92;588;288;185;44;4;Tesla Model S Sedan 2012;Tesla;Sedan;06168.jpg
48;121;387;278;25;3;1;Audi TT RS Coupe 2012;Audi;Coupe;06169.jpg
377;430;1308;943;183;43;2;Suzuki SX4 Hatchback 2012;Suzuki;Hatchback;06170.jpg
27;84;492;375;154;28;5;Land Rover Range Rover SUV 2012;Land Rover;SUV;06171.jpg
43;46;691;364;83;12;8;Dodge Caliber Wagon 2012;Dodge;Wagon;06172.jpg
11;30;293;208;65;9;6;Chevrolet Avalanche Crew Cab 2012;Chevrolet;Truck;06173.jpg
1;1;300;179;1;0;5;AM General Hummer SUV 2000;AM;SUV;06174.jpg
14;224;1011;612;181;43;4;Suzuki Aerio Sedan 2007;Suzuki;Sedan;06175.jpg
27;98;624;390;75;9;6;Chevrolet Silverado 1500 Regular Cab 2012;Chevrolet;Truck;06176.jpg
121;78;730;449;145;26;5;Jeep Patriot SUV 2012;Jeep;SUV;06177.jpg
73;9;573;427;73;9;4;Chevrolet Malibu Sedan 2007;Chevrolet;Sedan;06178.jpg
131;42;500;349;6;1;4;Acura Integra Type R 2001;Acura;Sedan;06179.jpg
11;27;259;153;74;9;6;Chevrolet Silverado 1500 Extended Cab 2012;Chevrolet;Truck;06180.jpg
30;25;229;165;41;5;4;Bentley Mulsanne Sedan 2011;Bentley;Sedan;06181.jpg
34;22;594;330;105;16;4;Fisker Karma Sedan 2012;Fisker;Sedan;06182.jpg
105;91;528;338;5;1;4;Acura TSX Sedan 2012;Acura;Sedan;06183.jpg
47;211;623;426;115;17;4;Ford Focus Sedan 2007;Ford;Sedan;06184.jpg
163;189;1180;723;145;26;5;Jeep Patriot SUV 2012;Jeep;SUV;06185.jpg
18;21;237;213;150;27;1;Lamborghini Reventon Coupe 2008;Lamborghini;Coupe;06186.jpg
57;107;752;476;89;12;5;Dodge Journey SUV 2012;Dodge;SUV;06187.jpg
97;137;965;652;192;46;2;Volkswagen Beetle Hatchback 2012;Volkswagen;Hatchback;06188.jpg
55;86;414;301;109;17;5;Ford Expedition EL SUV 2009;Ford;SUV;06189.jpg
99;135;931;613;96;12;4;Dodge Charger Sedan 2012;Dodge;Sedan;06190.jpg
2;30;455;337;48;7;5;Buick Rainier SUV 2007;Buick;SUV;06191.jpg
75;245;1207;695;133;22;5;Hyundai Veracruz SUV 2012;Hyundai;SUV;06192.jpg
34;123;267;209;22;3;1;Audi S5 Coupe 2012;Audi;Coupe;06193.jpg
37;3;639;415;133;22;5;Hyundai Veracruz SUV 2012;Hyundai;SUV;06194.jpg
245;97;567;315;146;26;5;Jeep Wrangler SUV 2012;Jeep;SUV;06195.jpg
6;63;571;303;6;1;4;Acura Integra Type R 2001;Acura;Sedan;06196.jpg
75;68;583;356;50;7;5;Buick Enclave SUV 2012;Buick;SUV;06197.jpg
9;8;223;108;157;30;0;MINI Cooper Roadster Convertible 2012;MINI Cooper;Convertible;06198.jpg
7;32;294;213;53;8;6;Cadillac Escalade EXT Crew Cab 2007;Cadillac;Truck;06199.jpg
117;90;538;365;89;12;5;Dodge Journey SUV 2012;Dodge;SUV;06200.jpg
32;55;607;403;118;18;5;GMC Terrain SUV 2012;GMC;SUV;06201.jpg
36;40;372;290;28;4;1;BMW 1 Series Coupe 2012;BMW;Coupe;06202.jpg
5;42;636;473;36;4;0;BMW M6 Convertible 2010;BMW;Convertible;06203.jpg
3;31;273;176;32;4;5;BMW X5 SUV 2007;BMW;SUV;06204.jpg
72;109;1003;686;53;8;6;Cadillac Escalade EXT Crew Cab 2007;Cadillac;Truck;06205.jpg
3;60;404;215;8;2;0;Aston Martin V8 Vantage Convertible 2012;Aston;Convertible;06206.jpg
61;6;299;164;175;40;0;Rolls-Royce Phantom Drophead Coupe Convertible 2012;Rolls-Royce;Convertible;06207.jpg
16;6;203;151;15;3;1;Audi R8 Coupe 2012;Audi;Coupe;06208.jpg
19;206;632;467;87;12;6;Dodge Ram Pickup 3500 Quad Cab 2009;Dodge;Truck;06209.jpg
15;17;343;199;130;22;2;Hyundai Veloster Hatchback 2012;Hyundai;Hatchback;06210.jpg
117;53;513;439;182;43;4;Suzuki Kizashi Sedan 2012;Suzuki;Sedan;06211.jpg
19;33;243;148;48;7;5;Buick Rainier SUV 2007;Buick;SUV;06212.jpg
40;19;599;402;178;41;2;Scion xD Hatchback 2012;Scion;Hatchback;06213.jpg
27;5;239;182;37;4;5;BMW X3 SUV 2012;BMW;SUV;06214.jpg
131;532;2152;1327;50;7;5;Buick Enclave SUV 2012;Buick;SUV;06215.jpg
16;74;283;189;98;13;2;Eagle Talon Hatchback 1998;Eagle;Hatchback;06216.jpg
202;71;1086;705;41;5;4;Bentley Mulsanne Sedan 2011;Bentley;Sedan;06217.jpg
35;42;194;105;80;10;0;Chrysler Crossfire Convertible 2008;Chrysler;Convertible;06218.jpg
19;68;603;439;128;21;1;Honda Accord Coupe 2012;Honda;Coupe;06219.jpg
3;43;259;178;82;11;8;Daewoo Nubira Wagon 2002;Daewoo;Wagon;06220.jpg
60;102;759;418;104;15;1;Ferrari 458 Italia Coupe 2012;Ferrari;Coupe;06221.jpg
2;112;552;372;43;5;1;Bentley Continental GT Coupe 2007;Bentley;Coupe;06222.jpg
12;32;466;225;117;17;4;Ford Fiesta Sedan 2012;Ford;Sedan;06223.jpg
313;367;1333;901;17;3;4;Audi 100 Sedan 1994;Audi;Sedan;06224.jpg
47;68;1179;513;47;7;4;Buick Regal GS 2012;Buick;Sedan;06225.jpg
155;651;1970;1328;36;4;0;BMW M6 Convertible 2010;BMW;Convertible;06226.jpg
32;111;630;431;14;3;1;Audi TTS Coupe 2012;Audi;Coupe;06227.jpg
48;58;605;373;106;17;6;Ford F-450 Super Duty Crew Cab 2012;Ford;Truck;06228.jpg
51;134;594;416;23;3;4;Audi S4 Sedan 2012;Audi;Sedan;06229.jpg
40;244;1144;637;21;3;0;Audi S5 Convertible 2012;Audi;Convertible;06230.jpg
20;82;399;294;78;10;3;Chrysler Town and Country Minivan 2012;Chrysler;Minivan;06231.jpg
18;332;1105;810;163;34;1;Mercedes-Benz SL-Class Coupe 2009;Mercedes-Benz;Coupe;06232.jpg
6;31;256;128;41;5;4;Bentley Mulsanne Sedan 2011;Bentley;Sedan;06233.jpg
37;43;217;178;34;4;1;BMW M3 Coupe 2012;BMW;Coupe;06234.jpg
66;70;872;501;182;43;4;Suzuki Kizashi Sedan 2012;Suzuki;Sedan;06235.jpg
27;119;625;462;23;3;4;Audi S4 Sedan 2012;Audi;Sedan;06236.jpg
169;165;707;501;105;16;4;Fisker Karma Sedan 2012;Fisker;Sedan;06237.jpg
29;86;603;388;144;25;1;Jaguar XK XKR 2012;Jaguar;Coupe;06238.jpg
15;65;441;258;10;2;0;Aston Martin Virage Convertible 2012;Aston;Convertible;06239.jpg
1;5;639;480;179;42;0;Spyker C8 Convertible 2009;Spyker;Convertible;06240.jpg
14;42;613;384;135;22;4;Hyundai Elantra Sedan 2007;Hyundai;Sedan;06241.jpg
45;56;580;347;123;19;0;Geo Metro Convertible 1993;Geo;Convertible;06242.jpg
18;25;230;178;65;9;6;Chevrolet Avalanche Crew Cab 2012;Chevrolet;Truck;06243.jpg
118;402;1011;733;6;1;4;Acura Integra Type R 2001;Acura;Sedan;06244.jpg
58;87;561;400;82;11;8;Daewoo Nubira Wagon 2002;Daewoo;Wagon;06245.jpg
33;120;514;471;125;20;6;HUMMER H2 SUT Crew Cab 2009;HUMMER;Truck;06246.jpg
115;112;1471;1087;183;43;2;Suzuki SX4 Hatchback 2012;Suzuki;Hatchback;06247.jpg
68;56;352;213;90;12;6;Dodge Dakota Crew Cab 2010;Dodge;Truck;06248.jpg
31;98;371;245;25;3;1;Audi TT RS Coupe 2012;Audi;Coupe;06249.jpg
36;21;639;480;166;34;7;Mercedes-Benz Sprinter Van 2012;Mercedes-Benz;Van;06250.jpg
21;20;281;167;152;27;1;Lamborghini Gallardo LP 570-4 Superleggera 2012;Lamborghini;Coupe;06251.jpg
10;14;394;252;32;4;5;BMW X5 SUV 2007;BMW;SUV;06252.jpg
139;371;1954;1241;62;9;5;Chevrolet Tahoe Hybrid SUV 2012;Chevrolet;SUV;06253.jpg
134;269;664;546;47;7;4;Buick Regal GS 2012;Buick;Sedan;06254.jpg
26;41;521;287;116;17;7;Ford E-Series Wagon Van 2012;Ford;Van;06255.jpg
3;18;295;159;122;18;6;GMC Canyon Extended Cab 2012;GMC;Truck;06256.jpg
42;111;521;409;163;34;1;Mercedes-Benz SL-Class Coupe 2009;Mercedes-Benz;Coupe;06257.jpg
31;17;621;445;149;26;5;Jeep Compass SUV 2012;Jeep;SUV;06258.jpg
60;183;502;532;168;36;2;Nissan Leaf Hatchback 2012;Nissan;Hatchback;06259.jpg
12;12;787;498;194;47;4;Volvo 240 Sedan 1993;Volvo;Sedan;06260.jpg
3;181;601;413;87;12;6;Dodge Ram Pickup 3500 Quad Cab 2009;Dodge;Truck;06261.jpg
6;20;123;88;1;0;5;AM General Hummer SUV 2000;AM;SUV;06262.jpg
12;23;245;183;125;20;6;HUMMER H2 SUT Crew Cab 2009;HUMMER;Truck;06263.jpg
109;118;550;304;105;16;4;Fisker Karma Sedan 2012;Fisker;Sedan;06264.jpg
78;123;435;283;26;4;4;BMW ActiveHybrid 5 Sedan 2012;BMW;Sedan;06265.jpg
43;93;612;401;127;21;3;Honda Odyssey Minivan 2007;Honda;Minivan;06266.jpg
14;60;308;134;103;15;0;Ferrari 458 Italia Convertible 2012;Ferrari;Convertible;06267.jpg
1;99;591;400;74;9;6;Chevrolet Silverado 1500 Extended Cab 2012;Chevrolet;Truck;06268.jpg
337;375;1116;745;7;1;2;Acura ZDX Hatchback 2012;Acura;Hatchback;06269.jpg
7;53;386;250;56;9;1;Chevrolet Corvette ZR1 2012;Chevrolet;Coupe;06270.jpg
15;35;261;147;88;12;7;Dodge Sprinter Cargo Van 2009;Dodge;Van;06271.jpg
20;53;992;667;183;43;2;Suzuki SX4 Hatchback 2012;Suzuki;Hatchback;06272.jpg
16;29;480;283;73;9;4;Chevrolet Malibu Sedan 2007;Chevrolet;Sedan;06273.jpg
27;45;284;155;128;21;1;Honda Accord Coupe 2012;Honda;Coupe;06274.jpg
86;63;509;317;144;25;1;Jaguar XK XKR 2012;Jaguar;Coupe;06275.jpg
49;82;965;706;159;32;5;Mazda Tribute SUV 2011;Mazda;SUV;06276.jpg
26;21;253;156;19;3;2;Audi TT Hatchback 2011;Audi;Hatchback;06277.jpg
20;43;461;329;37;4;5;BMW X3 SUV 2012;BMW;SUV;06278.jpg
39;123;615;353;126;21;3;Honda Odyssey Minivan 2012;Honda;Minivan;06279.jpg
26;17;396;257;92;12;8;Dodge Magnum Wagon 2008;Dodge;Wagon;06280.jpg
66;33;960;613;173;38;4;Porsche Panamera Sedan 2012;Porsche;Sedan;06281.jpg
64;207;907;483;152;27;1;Lamborghini Gallardo LP 570-4 Superleggera 2012;Lamborghini;Coupe;06282.jpg
33;51;609;397;113;17;6;Ford F-150 Regular Cab 2012;Ford;Truck;06283.jpg
7;41;83;64;57;9;1;Chevrolet Corvette Ron Fellows Edition Z06 2007;Chevrolet;Coupe;06284.jpg
30;68;366;215;190;46;2;Volkswagen Golf Hatchback 2012;Volkswagen;Hatchback;06285.jpg
73;301;642;538;193;47;2;Volvo C30 Hatchback 2012;Volvo;Hatchback;06286.jpg
54;53;572;356;176;40;4;Rolls-Royce Ghost Sedan 2012;Rolls-Royce;Sedan;06287.jpg
76;97;971;685;135;22;4;Hyundai Elantra Sedan 2007;Hyundai;Sedan;06288.jpg
37;7;351;250;100;14;0;FIAT 500 Convertible 2012;FIAT;Convertible;06289.jpg
8;53;247;137;107;17;0;Ford Mustang Convertible 2007;Ford;Convertible;06290.jpg
12;50;196;130;18;3;8;Audi 100 Wagon 1994;Audi;Wagon;06291.jpg
36;185;990;629;5;1;4;Acura TSX Sedan 2012;Acura;Sedan;06292.jpg
49;37;613;428;113;17;6;Ford F-150 Regular Cab 2012;Ford;Truck;06293.jpg
105;412;1163;816;163;34;1;Mercedes-Benz SL-Class Coupe 2009;Mercedes-Benz;Coupe;06294.jpg
68;72;424;230;53;8;6;Cadillac Escalade EXT Crew Cab 2007;Cadillac;Truck;06295.jpg
24;38;246;172;5;1;4;Acura TSX Sedan 2012;Acura;Sedan;06296.jpg
4;21;204;121;88;12;7;Dodge Sprinter Cargo Van 2009;Dodge;Van;06297.jpg
76;379;1392;843;30;4;8;BMW 3 Series Wagon 2012;BMW;Wagon;06298.jpg
8;40;247;156;31;4;0;BMW 6 Series Convertible 2007;BMW;Convertible;06299.jpg
135;159;459;327;173;38;4;Porsche Panamera Sedan 2012;Porsche;Sedan;06300.jpg
180;284;866;572;156;29;4;Lincoln Town Car Sedan 2011;Lincoln;Sedan;06301.jpg
24;341;1001;696;4;1;4;Acura TL Type-S 2008;Acura;Sedan;06302.jpg
339;447;1213;699;105;16;4;Fisker Karma Sedan 2012;Fisker;Sedan;06303.jpg
4;19;470;222;150;27;1;Lamborghini Reventon Coupe 2008;Lamborghini;Coupe;06304.jpg
41;60;410;295;54;9;6;Chevrolet Silverado 1500 Hybrid Crew Cab 2012;Chevrolet;Truck;06305.jpg
6;127;483;298;98;13;2;Eagle Talon Hatchback 1998;Eagle;Hatchback;06306.jpg
72;98;565;404;58;9;5;Chevrolet Traverse SUV 2012;Chevrolet;SUV;06307.jpg
39;188;332;342;37;4;5;BMW X3 SUV 2012;BMW;SUV;06308.jpg
25;55;456;279;7;1;2;Acura ZDX Hatchback 2012;Acura;Hatchback;06309.jpg
26;295;1003;727;107;17;0;Ford Mustang Convertible 2007;Ford;Convertible;06310.jpg
52;238;1710;1188;145;26;5;Jeep Patriot SUV 2012;Jeep;SUV;06311.jpg
39;59;416;322;95;12;5;Dodge Durango SUV 2007;Dodge;SUV;06312.jpg
7;74;292;200;5;1;4;Acura TSX Sedan 2012;Acura;Sedan;06313.jpg
11;75;490;326;56;9;1;Chevrolet Corvette ZR1 2012;Chevrolet;Coupe;06314.jpg
27;113;614;369;149;26;5;Jeep Compass SUV 2012;Jeep;SUV;06315.jpg
31;52;291;192;83;12;8;Dodge Caliber Wagon 2012;Dodge;Wagon;06316.jpg
22;45;279;169;31;4;0;BMW 6 Series Convertible 2007;BMW;Convertible;06317.jpg
36;125;576;479;153;27;1;Lamborghini Diablo Coupe 2001;Lamborghini;Coupe;06318.jpg
9;23;293;166;95;12;5;Dodge Durango SUV 2007;Dodge;SUV;06319.jpg
45;23;306;245;88;12;7;Dodge Sprinter Cargo Van 2009;Dodge;Van;06320.jpg
45;217;741;499;68;9;0;Chevrolet TrailBlazer SS 2009;Chevrolet;Convertible;06321.jpg
28;55;270;170;138;22;4;Hyundai Sonata Sedan 2012;Hyundai;Sedan;06322.jpg
24;102;529;354;97;12;4;Dodge Charger SRT-8 2009;Dodge;Sedan;06323.jpg
20;64;614;396;108;17;3;Ford Freestar Minivan 2007;Ford;Minivan;06324.jpg
17;17;279;195;131;22;5;Hyundai Santa Fe SUV 2012;Hyundai;SUV;06325.jpg
55;88;540;325;41;5;4;Bentley Mulsanne Sedan 2011;Bentley;Sedan;06326.jpg
127;123;503;299;98;13;2;Eagle Talon Hatchback 1998;Eagle;Hatchback;06327.jpg
15;14;278;171;3;1;4;Acura TL Sedan 2012;Acura;Sedan;06328.jpg
183;191;364;317;163;34;1;Mercedes-Benz SL-Class Coupe 2009;Mercedes-Benz;Coupe;06329.jpg
31;73;792;429;123;19;0;Geo Metro Convertible 1993;Geo;Convertible;06330.jpg
252;19;494;298;147;26;5;Jeep Liberty SUV 2012;Jeep;SUV;06331.jpg
43;512;1994;1399;76;10;5;Chrysler Aspen SUV 2009;Chrysler;SUV;06332.jpg
80;81;575;393;85;12;3;Dodge Caravan Minivan 1997;Dodge;Minivan;06333.jpg
192;63;618;415;92;12;8;Dodge Magnum Wagon 2008;Dodge;Wagon;06334.jpg
27;38;262;152;19;3;2;Audi TT Hatchback 2011;Audi;Hatchback;06335.jpg
14;33;288;144;121;18;5;GMC Acadia SUV 2012;GMC;SUV;06336.jpg
36;23;554;323;122;18;6;GMC Canyon Extended Cab 2012;GMC;Truck;06337.jpg
6;48;249;168;174;39;3;Ram C/V Cargo Van Minivan 2012;Ram;Minivan;06338.jpg
2;103;633;444;87;12;6;Dodge Ram Pickup 3500 Quad Cab 2009;Dodge;Truck;06339.jpg
136;124;1084;707;193;47;2;Volvo C30 Hatchback 2012;Volvo;Hatchback;06340.jpg
57;173;527;379;153;27;1;Lamborghini Diablo Coupe 2001;Lamborghini;Coupe;06341.jpg
112;129;887;478;177;40;4;Rolls-Royce Phantom Sedan 2012;Rolls-Royce;Sedan;06342.jpg
75;174;487;504;191;46;2;Volkswagen Golf Hatchback 1991;Volkswagen;Hatchback;06343.jpg
45;35;639;403;23;3;4;Audi S4 Sedan 2012;Audi;Sedan;06344.jpg
10;67;528;352;52;8;5;Cadillac SRX SUV 2012;Cadillac;SUV;06345.jpg
46;51;457;261;78;10;3;Chrysler Town and Country Minivan 2012;Chrysler;Minivan;06346.jpg
37;235;921;640;134;22;4;Hyundai Sonata Hybrid Sedan 2012;Hyundai;Sedan;06347.jpg
1;26;570;336;168;36;2;Nissan Leaf Hatchback 2012;Nissan;Hatchback;06348.jpg
30;17;620;425;149;26;5;Jeep Compass SUV 2012;Jeep;SUV;06349.jpg
9;102;573;397;98;13;2;Eagle Talon Hatchback 1998;Eagle;Hatchback;06350.jpg
3;10;1182;881;132;22;5;Hyundai Tucson SUV 2012;Hyundai;SUV;06351.jpg
74;180;543;433;161;34;0;Mercedes-Benz 300-Class Convertible 1993;Mercedes-Benz;Convertible;06352.jpg
6;59;447;310;83;12;8;Dodge Caliber Wagon 2012;Dodge;Wagon;06353.jpg
97;32;984;585;58;9;5;Chevrolet Traverse SUV 2012;Chevrolet;SUV;06354.jpg
30;114;867;413;56;9;1;Chevrolet Corvette ZR1 2012;Chevrolet;Coupe;06355.jpg
23;64;274;195;74;9;6;Chevrolet Silverado 1500 Extended Cab 2012;Chevrolet;Truck;06356.jpg
1;37;300;237;71;9;7;Chevrolet Express Van 2007;Chevrolet;Van;06357.jpg
26;23;379;269;46;6;1;Bugatti Veyron 16.4 Coupe 2009;Bugatti;Coupe;06358.jpg
1;43;1278;806;91;12;6;Dodge Dakota Club Cab 2007;Dodge;Truck;06359.jpg
4;2;106;82;88;12;7;Dodge Sprinter Cargo Van 2009;Dodge;Van;06360.jpg
16;46;622;282;66;9;4;Chevrolet Cobalt SS 2010;Chevrolet;Sedan;06361.jpg
2;19;104;60;18;3;8;Audi 100 Wagon 1994;Audi;Wagon;06362.jpg
51;61;534;355;125;20;6;HUMMER H2 SUT Crew Cab 2009;HUMMER;Truck;06363.jpg
31;63;192;136;161;34;0;Mercedes-Benz 300-Class Convertible 1993;Mercedes-Benz;Convertible;06364.jpg
13;32;785;464;172;37;1;Plymouth Neon Coupe 1999;Plymouth;Coupe;06365.jpg
29;211;619;410;57;9;1;Chevrolet Corvette Ron Fellows Edition Z06 2007;Chevrolet;Coupe;06366.jpg
10;80;576;317;185;44;4;Tesla Model S Sedan 2012;Tesla;Sedan;06367.jpg
53;30;538;265;134;22;4;Hyundai Sonata Hybrid Sedan 2012;Hyundai;Sedan;06368.jpg
1;47;279;149;44;5;4;Bentley Continental Flying Spur Sedan 2007;Bentley;Sedan;06369.jpg
12;39;790;488;154;28;5;Land Rover Range Rover SUV 2012;Land Rover;SUV;06370.jpg
242;544;1315;1006;179;42;0;Spyker C8 Convertible 2009;Spyker;Convertible;06371.jpg
76;59;218;157;56;9;1;Chevrolet Corvette ZR1 2012;Chevrolet;Coupe;06372.jpg
73;38;512;374;196;48;0;smart fortwo Convertible 2012;smart;Convertible;06373.jpg
44;21;420;210;181;43;4;Suzuki Aerio Sedan 2007;Suzuki;Sedan;06374.jpg
3;21;558;378;9;2;1;Aston Martin V8 Vantage Coupe 2012;Aston;Coupe;06375.jpg
8;91;600;408;126;21;3;Honda Odyssey Minivan 2012;Honda;Minivan;06376.jpg
6;49;709;475;49;7;4;Buick Verano Sedan 2012;Buick;Sedan;06377.jpg
9;70;471;346;53;8;6;Cadillac Escalade EXT Crew Cab 2007;Cadillac;Truck;06378.jpg
209;407;1863;1277;144;25;1;Jaguar XK XKR 2012;Jaguar;Coupe;06379.jpg
27;22;581;325;160;33;1;McLaren MP4-12C Coupe 2012;McLaren;Coupe;06380.jpg
24;122;631;411;9;2;1;Aston Martin V8 Vantage Coupe 2012;Aston;Coupe;06381.jpg
21;45;557;273;117;17;4;Ford Fiesta Sedan 2012;Ford;Sedan;06382.jpg
35;111;932;599;97;12;4;Dodge Charger SRT-8 2009;Dodge;Sedan;06383.jpg
27;131;560;350;101;15;1;Ferrari FF Coupe 2012;Ferrari;Coupe;06384.jpg
65;71;590;441;109;17;5;Ford Expedition EL SUV 2009;Ford;SUV;06385.jpg
4;106;494;274;55;9;0;Chevrolet Corvette Convertible 2012;Chevrolet;Convertible;06386.jpg
53;161;470;322;28;4;1;BMW 1 Series Coupe 2012;BMW;Coupe;06387.jpg
52;35;246;174;5;1;4;Acura TSX Sedan 2012;Acura;Sedan;06388.jpg
2;50;531;241;141;23;1;Infiniti G Coupe IPL 2012;Infiniti;Coupe;06389.jpg
81;107;660;431;189;45;5;Toyota 4Runner SUV 2012;Toyota;SUV;06390.jpg
57;354;967;635;112;17;1;Ford GT Coupe 2006;Ford;Coupe;06391.jpg
28;83;557;317;45;6;0;Bugatti Veyron 16.4 Convertible 2009;Bugatti;Convertible;06392.jpg
169;255;2492;1244;170;36;2;Nissan Juke Hatchback 2012;Nissan;Hatchback;06393.jpg
46;59;438;325;141;23;1;Infiniti G Coupe IPL 2012;Infiniti;Coupe;06394.jpg
54;97;448;278;39;5;0;Bentley Continental Supersports Conv. Convertible 2012;Bentley;Convertible;06395.jpg
23;81;606;423;54;9;6;Chevrolet Silverado 1500 Hybrid Crew Cab 2012;Chevrolet;Truck;06396.jpg
72;13;1021;610;179;42;0;Spyker C8 Convertible 2009;Spyker;Convertible;06397.jpg
80;172;951;627;126;21;3;Honda Odyssey Minivan 2012;Honda;Minivan;06398.jpg
10;117;456;330;161;34;0;Mercedes-Benz 300-Class Convertible 1993;Mercedes-Benz;Convertible;06399.jpg
18;57;247;144;143;24;5;Isuzu Ascender SUV 2008;Isuzu;SUV;06400.jpg
16;433;1585;1072;102;15;0;Ferrari California Convertible 2012;Ferrari;Convertible;06401.jpg
42;105;581;433;113;17;6;Ford F-150 Regular Cab 2012;Ford;Truck;06402.jpg
38;72;627;423;133;22;5;Hyundai Veracruz SUV 2012;Hyundai;SUV;06403.jpg
12;86;478;305;124;20;6;HUMMER H3T Crew Cab 2010;HUMMER;Truck;06404.jpg
36;91;601;383;39;5;0;Bentley Continental Supersports Conv. Convertible 2012;Bentley;Convertible;06405.jpg
1;1;1484;900;3;1;4;Acura TL Sedan 2012;Acura;Sedan;06406.jpg
34;41;624;411;125;20;6;HUMMER H2 SUT Crew Cab 2009;HUMMER;Truck;06407.jpg
42;95;370;229;139;22;2;Hyundai Elantra Touring Hatchback 2012;Hyundai;Hatchback;06408.jpg
14;54;453;197;185;44;4;Tesla Model S Sedan 2012;Tesla;Sedan;06409.jpg
50;80;223;167;80;10;0;Chrysler Crossfire Convertible 2008;Chrysler;Convertible;06410.jpg
2;30;257;168;38;4;0;BMW Z4 Convertible 2012;BMW;Convertible;06411.jpg
8;20;191;99;143;24;5;Isuzu Ascender SUV 2008;Isuzu;SUV;06412.jpg
61;93;755;290;152;27;1;Lamborghini Gallardo LP 570-4 Superleggera 2012;Lamborghini;Coupe;06413.jpg
34;45;562;345;120;18;5;GMC Yukon Hybrid SUV 2012;GMC;SUV;06414.jpg
44;318;976;640;171;36;1;Nissan 240SX Coupe 1998;Nissan;Coupe;06415.jpg
65;15;468;264;188;45;4;Toyota Corolla Sedan 2012;Toyota;Sedan;06416.jpg
105;156;946;536;144;25;1;Jaguar XK XKR 2012;Jaguar;Coupe;06417.jpg
8;175;793;547;162;34;4;Mercedes-Benz C-Class Sedan 2012;Mercedes-Benz;Sedan;06418.jpg
26;16;244;164;109;17;5;Ford Expedition EL SUV 2009;Ford;SUV;06419.jpg
38;97;460;316;110;17;5;Ford Edge SUV 2012;Ford;SUV;06420.jpg
85;141;588;348;161;34;0;Mercedes-Benz 300-Class Convertible 1993;Mercedes-Benz;Convertible;06421.jpg
37;93;608;404;4;1;4;Acura TL Type-S 2008;Acura;Sedan;06422.jpg
31;46;427;255;177;40;4;Rolls-Royce Phantom Sedan 2012;Rolls-Royce;Sedan;06423.jpg
61;58;420;290;93;12;1;Dodge Challenger SRT8 2011;Dodge;Coupe;06424.jpg
13;99;631;425;138;22;4;Hyundai Sonata Sedan 2012;Hyundai;Sedan;06425.jpg
68;167;437;325;34;4;1;BMW M3 Coupe 2012;BMW;Coupe;06426.jpg
148;47;547;340;182;43;4;Suzuki Kizashi Sedan 2012;Suzuki;Sedan;06427.jpg
79;132;548;378;108;17;3;Ford Freestar Minivan 2007;Ford;Minivan;06428.jpg
20;132;513;365;146;26;5;Jeep Wrangler SUV 2012;Jeep;SUV;06429.jpg
32;18;232;173;181;43;4;Suzuki Aerio Sedan 2007;Suzuki;Sedan;06430.jpg
8;195;626;435;48;7;5;Buick Rainier SUV 2007;Buick;SUV;06431.jpg
41;114;975;670;19;3;2;Audi TT Hatchback 2011;Audi;Hatchback;06432.jpg
257;352;1332;840;11;2;1;Aston Martin Virage Coupe 2012;Aston;Coupe;06433.jpg
121;90;838;513;187;45;4;Toyota Camry Sedan 2012;Toyota;Sedan;06434.jpg
126;80;588;326;148;26;5;Jeep Grand Cherokee SUV 2012;Jeep;SUV;06435.jpg
9;111;388;258;139;22;2;Hyundai Elantra Touring Hatchback 2012;Hyundai;Hatchback;06436.jpg
47;23;585;480;119;18;7;GMC Savana Van 2012;GMC;Van;06437.jpg
52;105;612;327;72;9;1;Chevrolet Monte Carlo Coupe 2007;Chevrolet;Coupe;06438.jpg
309;199;1152;522;144;25;1;Jaguar XK XKR 2012;Jaguar;Coupe;06439.jpg
18;135;468;314;181;43;4;Suzuki Aerio Sedan 2007;Suzuki;Sedan;06440.jpg
8;15;253;165;76;10;5;Chrysler Aspen SUV 2009;Chrysler;SUV;06441.jpg
42;69;477;289;193;47;2;Volvo C30 Hatchback 2012;Volvo;Hatchback;06442.jpg
34;90;452;352;31;4;0;BMW 6 Series Convertible 2007;BMW;Convertible;06443.jpg
61;118;581;347;67;9;4;Chevrolet Malibu Hybrid Sedan 2010;Chevrolet;Sedan;06444.jpg
36;122;615;348;114;17;6;Ford F-150 Regular Cab 2007;Ford;Truck;06445.jpg
13;22;886;556;122;18;6;GMC Canyon Extended Cab 2012;GMC;Truck;06446.jpg
11;174;967;575;76;10;5;Chrysler Aspen SUV 2009;Chrysler;SUV;06447.jpg
33;19;347;199;88;12;7;Dodge Sprinter Cargo Van 2009;Dodge;Van;06448.jpg
29;27;210;112;151;27;1;Lamborghini Aventador Coupe 2012;Lamborghini;Coupe;06449.jpg
